text,target,TOKENIZATION,STOP_REMOVAL,tweet_normalized,tweet_tokens_stemmed,liststring
Pak jendral sambo sekeluarga apa ga percaya kinerja polisi institusi dinaunginya amp sistem hukum negara yaSmp hrs turun tangan sndr menghabisi anak buahnya dianggap kurang ajarHrsny bgt dpt laporan istrinyadiminta visum lalu lapor polisi,positif,"['pak', 'jendral', 'sambo', 'sekeluarga', 'apa', 'ga', 'percaya', 'kinerja', 'polisi', 'institusi', 'dinaunginya', 'amp', 'sistem', 'hukum', 'negara', 'yasmp', 'hrs', 'turun', 'tangan', 'sndr', 'menghabisi', 'anak', 'buahnya', 'dianggap', 'kurang', 'ajarhrsny', 'bgt', 'dpt', 'laporan', 'istrinyadiminta', 'visum', 'lalu', 'lapor', 'polisi']","['jendral', 'sekeluarga', 'ga', 'percaya', 'kinerja', 'institusi', 'dinaunginya', 'amp', 'sistem', 'hukum', 'negara', 'yasmp', 'hrs', 'turun', 'tangan', 'sndr', 'menghabisi', 'anak', 'buahnya', 'dianggap', 'ajarhrsny', 'bgt', 'dpt', 'laporan', 'istrinyadiminta', 'visum', 'lapor']","['jendral', 'sekeluarga', 'ga', 'percaya', 'kinerja', 'institusi', 'dinaunginya', 'amp', 'sistem', 'hukum', 'negara', 'yasmp', 'hrs', 'turun', 'tangan', 'sndr', 'menghabisi', 'anak', 'buahnya', 'dianggap', 'ajarhrsny', 'bgt', 'dpt', 'laporan', 'istrinyadiminta', 'visum', 'lapor']","['jendral', 'keluarga', 'ga', 'percaya', 'kerja', 'institusi', 'naung', 'amp', 'sistem', 'hukum', 'negara', 'yasmp', 'hrs', 'turun', 'tangan', 'sndr', 'habis', 'anak', 'buah', 'anggap', 'ajarhrsny', 'bgt', 'dpt', 'lapor', 'istrinyadiminta', 'visum', 'lapor']",jendral keluarga ga percaya kerja institusi naung amp sistem hukum negara yasmp hrs turun tangan sndr habis anak buah anggap ajarhrsny bgt dpt lapor istrinyadiminta visum lapor
Gara gara kasus Sambo borok borok nya pokis terekspose keluar semua terimakasih sambo,positif,"['gara', 'gara', 'kasus', 'sambo', 'borok', 'borok', 'nya', 'pokis', 'terekspose', 'keluar', 'semua', 'terimakasih', 'sambo']","['gara', 'gara', 'borok', 'borok', 'pokis', 'terekspose', 'terimakasih']","['gara', 'gara', 'borok', 'borok', 'pokis', 'terekspose', 'terimakasih']","['gara', 'gara', 'borok', 'borok', 'pok', 'ekspose', 'terimakasih']",gara gara borok borok pok ekspose terimakasih
Unfortunately duaduanya bukan punya punya bos hehehe Her name is Kuat Maruf terinspirasi kasus Ferdy Sambo,positif,"['unfortunately', 'duaduanya', 'bukan', 'punya', 'punya', 'bos', 'hehehe', 'her', 'name', 'is', 'kuat', 'maruf', 'terinspirasi', 'kasus', 'ferdy', 'sambo']","['unfortunately', 'duaduanya', 'bos', 'hehehe', 'her', 'name', 'is', 'kuat', 'terinspirasi']","['unfortunately', 'duaduanya', 'bos', 'hehehe', 'her', 'name', 'is', 'kuat', 'terinspirasi']","['unfortunately', 'duaduanya', 'bos', 'hehehe', 'her', 'name', 'is', 'kuat', 'inspirasi']",unfortunately duaduanya bos hehehe her name is kuat inspirasi
Isi galeri hp sidang sambo semua,positif,"['isi', 'galeri', 'hp', 'sidang', 'sambo', 'semua']","['isi', 'galeri', 'hp', 'sidang']","['isi', 'galeri', 'hp', 'sidang']","['isi', 'galeri', 'hp', 'sidang']",isi galeri hp sidang
Kirain Sambo lagi disidang,positif,"['kirain', 'sambo', 'lagi', 'disidang']","['kirain', 'disidang']","['kirain', 'disidang']","['kirain', 'sidang']",kirain sidang
Tipunya kelewatan,negatif,"['tipunya', 'kelewatan']","['tipunya', 'kelewatan']","['tipunya', 'kelewatan']","['tipu', 'lewat']",tipu lewat
Tapi kalau ada transaksi gak wajar itu baru susah karena ada dikoordinir agar cerita sesuai apa FS harapkan KAN ADA POLRI ADA PPATK ADA PETUGAS PERBANKAN YG BISA MNELUSURI KEMANA DAN DARIMANA UANG TERSEBUT,negatif,"['tapi', 'kalau', 'ada', 'transaksi', 'gak', 'wajar', 'itu', 'baru', 'susah', 'karena', 'ada', 'dikoordinir', 'agar', 'cerita', 'sesuai', 'apa', 'fs', 'harapkan', 'kan', 'ada', 'polri', 'ada', 'ppatk', 'ada', 'petugas', 'perbankan', 'yg', 'bisa', 'mnelusuri', 'kemana', 'dan', 'darimana', 'uang', 'tersebut']","['transaksi', 'gak', 'wajar', 'susah', 'dikoordinir', 'cerita', 'sesuai', 'harapkan', 'polri', 'ppatk', 'petugas', 'perbankan', 'mnelusuri', 'kemana', 'darimana', 'uang']","['transaksi', 'gak', 'wajar', 'susah', 'dikoordinir', 'cerita', 'sesuai', 'harapkan', 'polri', 'ppatk', 'petugas', 'perbankan', 'mnelusuri', 'kemana', 'darimana', 'uang']","['transaksi', 'gak', 'wajar', 'susah', 'dikoordinir', 'cerita', 'sesuai', 'harap', 'polri', 'ppatk', 'tugas', 'perban', 'mnelusuri', 'mana', 'darimana', 'uang']",transaksi gak wajar susah dikoordinir cerita sesuai harap polri ppatk tugas perban mnelusuri mana darimana uang
Putri Candrawathi Ngaku Dipaksa Ferdy Sambo Bikin Laporan Dugaan Pelecehan Seksual,negatif,"['putri', 'candrawathi', 'ngaku', 'dipaksa', 'ferdy', 'sambo', 'bikin', 'laporan', 'dugaan', 'pelecehan', 'seksual']","['ngaku', 'dipaksa', 'bikin', 'laporan', 'dugaan', 'pelecehan', 'seksual']","['ngaku', 'dipaksa', 'bikin', 'laporan', 'dugaan', 'pelecehan', 'seksual']","['ngaku', 'paksa', 'bikin', 'lapor', 'duga', 'leceh', 'seksual']",ngaku paksa bikin lapor duga leceh seksual
Saya berikan solusi ya Mau tdk Bila mau silahkan laksanakan oky Urus itu uang sambo sumbernya tiap tahun T,positif,"['saya', 'berikan', 'solusi', 'ya', 'mau', 'tdk', 'bila', 'mau', 'silahkan', 'laksanakan', 'oky', 'urus', 'itu', 'uang', 'sambo', 'sumbernya', 'tiap', 'tahun', 't']","['solusi', 'tdk', 'silahkan', 'laksanakan', 'oky', 'urus', 'uang', 'sumbernya', 't']","['solusi', 'tdk', 'silahkan', 'laksanakan', 'oky', 'urus', 'uang', 'sumbernya', 't']","['solusi', 'tdk', 'silah', 'laksana', 'oky', 'urus', 'uang', 'sumber', 't']",solusi tdk silah laksana oky urus uang sumber t
Bapak kacamata sebelah ibu kirain ferdy sambo,positif,"['bapak', 'kacamata', 'sebelah', 'ibu', 'kirain', 'ferdy', 'sambo']","['kacamata', 'sebelah', 'kirain']","['kacamata', 'sebelah', 'kirain']","['kacamata', 'belah', 'kirain']",kacamata belah kirain
Jangankan Sel Brigadir J Almarhum Melalui Kuasa hukum nya bisa mengecek rekening keluar Masuk uangnnya mana transfer kemana Kan FS punya Kuasa Hukum tinggal kasih perintah telusuri darimana Asal uang tersebut,positif,"['jangankan', 'sel', 'brigadir', 'j', 'almarhum', 'melalui', 'kuasa', 'hukum', 'nya', 'bisa', 'mengecek', 'rekening', 'keluar', 'masuk', 'uangnnya', 'mana', 'transfer', 'kemana', 'kan', 'fs', 'punya', 'kuasa', 'hukum', 'tinggal', 'kasih', 'perintah', 'telusuri', 'darimana', 'asal', 'uang', 'tersebut']","['sel', 'almarhum', 'kuasa', 'hukum', 'mengecek', 'rekening', 'masuk', 'uangnnya', 'transfer', 'kemana', 'kuasa', 'hukum', 'tinggal', 'kasih', 'perintah', 'telusuri', 'darimana', 'uang']","['sel', 'almarhum', 'kuasa', 'hukum', 'mengecek', 'rekening', 'masuk', 'uangnnya', 'transfer', 'kemana', 'kuasa', 'hukum', 'tinggal', 'kasih', 'perintah', 'telusuri', 'darimana', 'uang']","['sel', 'almarhum', 'kuasa', 'hukum', 'ecek', 'rekening', 'masuk', 'uangnnya', 'transfer', 'mana', 'kuasa', 'hukum', 'tinggal', 'kasih', 'perintah', 'telusur', 'darimana', 'uang']",sel almarhum kuasa hukum ecek rekening masuk uangnnya transfer mana kuasa hukum tinggal kasih perintah telusur darimana uang
klaim marah saat diberitahu Sambo soal Joshua tewas,negatif,"['klaim', 'marah', 'saat', 'diberitahu', 'sambo', 'soal', 'joshua', 'tewas']","['klaim', 'marah', 'diberitahu', 'joshua', 'tewas']","['klaim', 'marah', 'diberitahu', 'joshua', 'tewas']","['klaim', 'marah', 'diberitahu', 'joshua', 'tewas']",klaim marah diberitahu joshua tewas
Banyak blm tau Tau ga kenapasemua demi nutupin aib bahwasannya Sambo pelaku lgbt Orang lgbt tuh sadis cemburu dikit langsung naik pitam main bunuh,negatif,"['banyak', 'blm', 'tau', 'tau', 'ga', 'kenapasemua', 'demi', 'nutupin', 'aib', 'bahwasannya', 'sambo', 'pelaku', 'lgbt', 'orang', 'lgbt', 'tuh', 'sadis', 'cemburu', 'dikit', 'langsung', 'naik', 'pitam', 'main', 'bunuh']","['blm', 'tau', 'tau', 'ga', 'kenapasemua', 'nutupin', 'aib', 'bahwasannya', 'pelaku', 'lgbt', 'orang', 'lgbt', 'tuh', 'sadis', 'cemburu', 'dikit', 'langsung', 'pitam', 'main', 'bunuh']","['blm', 'tau', 'tau', 'ga', 'kenapasemua', 'nutupin', 'aib', 'bahwasannya', 'pelaku', 'lgbt', 'orang', 'lgbt', 'tuh', 'sadis', 'cemburu', 'dikit', 'langsung', 'pitam', 'main', 'bunuh']","['blm', 'tau', 'tau', 'ga', 'kenapasemua', 'nutupin', 'aib', 'bahwasannya', 'laku', 'lgbt', 'orang', 'lgbt', 'tuh', 'sadis', 'cemburu', 'dikit', 'langsung', 'pitam', 'main', 'bunuh']",blm tau tau ga kenapasemua nutupin aib bahwasannya laku lgbt orang lgbt tuh sadis cemburu dikit langsung pitam main bunuh
ada gilanya emg sambo n fam,negatif,"['ada', 'gilanya', 'emg', 'sambo', 'n', 'fam']","['gilanya', 'emg', 'n', 'fam']","['gilanya', 'emg', 'n', 'fam']","['gila', 'emg', 'n', 'fam']",gila emg n fam
Eliezer hingga Kuat Maruf Akan Bersaksi Sidang SamboPutri Besok,positif,"['eliezer', 'hingga', 'kuat', 'maruf', 'akan', 'bersaksi', 'sidang', 'samboputri', 'besok']","['kuat', 'bersaksi', 'sidang', 'samboputri', 'besok']","['kuat', 'bersaksi', 'sidang', 'samboputri', 'besok']","['kuat', 'saksi', 'sidang', 'samboputri', 'besok']",kuat saksi sidang samboputri besok
Kalau putri itu selingkuh mungkin masih banyak percaya tapi kalau diperkosa semua bukti rusak oleh sambo putri masak hakim percaya,negatif,"['kalau', 'putri', 'itu', 'selingkuh', 'mungkin', 'masih', 'banyak', 'percaya', 'tapi', 'kalau', 'diperkosa', 'semua', 'bukti', 'rusak', 'oleh', 'sambo', 'putri', 'masak', 'hakim', 'percaya']","['selingkuh', 'percaya', 'diperkosa', 'bukti', 'rusak', 'masak', 'percaya']","['selingkuh', 'percaya', 'diperkosa', 'bukti', 'rusak', 'masak', 'percaya']","['selingkuh', 'percaya', 'perkosa', 'bukti', 'rusak', 'masak', 'percaya']",selingkuh percaya perkosa bukti rusak masak percaya
Jika semuanya dapat diselesaikan kata maaf maka mengapa hukum polisi itu ada Boys Before Flowers,positif,"['jika', 'semuanya', 'dapat', 'diselesaikan', 'kata', 'maaf', 'maka', 'mengapa', 'hukum', 'polisi', 'itu', 'ada', 'boys', 'before', 'flowers']","['diselesaikan', 'maaf', 'hukum', 'boys', 'before', 'flowers']","['diselesaikan', 'maaf', 'hukum', 'boys', 'before', 'flowers']","['selesai', 'maaf', 'hukum', 'boys', 'before', 'flowers']",selesai maaf hukum boys before flowers
Kapolrestabes medan melalui Kanit Binmas Babhinkamtibmas sambang warga memberikan penyuluhan agar selalu waspada terhadap pelaku Chindari penyalahgunaan narkoba serta mensosialisasikan medsos polrestabes medan amp medsos polsek medan timur,positif,"['kapolrestabes', 'medan', 'melalui', 'kanit', 'binmas', 'babhinkamtibmas', 'sambang', 'warga', 'memberikan', 'penyuluhan', 'agar', 'selalu', 'waspada', 'terhadap', 'pelaku', 'chindari', 'penyalahgunaan', 'narkoba', 'serta', 'mensosialisasikan', 'medsos', 'polrestabes', 'medan', 'amp', 'medsos', 'polsek', 'medan', 'timur']","['kapolrestabes', 'medan', 'kanit', 'binmas', 'babhinkamtibmas', 'sambang', 'warga', 'penyuluhan', 'waspada', 'pelaku', 'chindari', 'penyalahgunaan', 'narkoba', 'mensosialisasikan', 'medsos', 'polrestabes', 'medan', 'amp', 'medsos', 'polsek', 'medan', 'timur']","['kapolrestabes', 'medan', 'kanit', 'binmas', 'babhinkamtibmas', 'sambang', 'warga', 'penyuluhan', 'waspada', 'pelaku', 'chindari', 'penyalahgunaan', 'narkoba', 'mensosialisasikan', 'medsos', 'polrestabes', 'medan', 'amp', 'medsos', 'polsek', 'medan', 'timur']","['kapolrestabes', 'medan', 'kanit', 'binmas', 'babhinkamtibmas', 'sambang', 'warga', 'suluh', 'waspada', 'laku', 'chindari', 'penyalahgunaan', 'narkoba', 'sosialisasi', 'medsos', 'polrestabes', 'medan', 'amp', 'medsos', 'polsek', 'medan', 'timur']",kapolrestabes medan kanit binmas babhinkamtibmas sambang warga suluh waspada laku chindari penyalahgunaan narkoba sosialisasi medsos polrestabes medan amp medsos polsek medan timur
ngasih data doang si prastowo bangsat anjing babi ngasih data doang turun kelapangan kepulauan meranti nya hadapi bupati nya sama rakyat nya jangan bawa polisi atau tni lu anjing kaya data gak bisa buat buat aja,negatif,"['ngasih', 'data', 'doang', 'si', 'prastowo', 'bangsat', 'anjing', 'babi', 'ngasih', 'data', 'doang', 'turun', 'kelapangan', 'kepulauan', 'meranti', 'nya', 'hadapi', 'bupati', 'nya', 'sama', 'rakyat', 'nya', 'jangan', 'bawa', 'polisi', 'atau', 'tni', 'lu', 'anjing', 'kaya', 'data', 'gak', 'bisa', 'buat', 'buat', 'aja']","['ngasih', 'data', 'doang', 'prastowo', 'bangsat', 'anjing', 'babi', 'ngasih', 'data', 'doang', 'turun', 'kelapangan', 'kepulauan', 'meranti', 'hadapi', 'bupati', 'rakyat', 'bawa', 'tni', 'anjing', 'kaya', 'data', 'gak']","['ngasih', 'data', 'doang', 'prastowo', 'bangsat', 'anjing', 'babi', 'ngasih', 'data', 'doang', 'turun', 'kelapangan', 'kepulauan', 'meranti', 'hadapi', 'bupati', 'rakyat', 'bawa', 'tni', 'anjing', 'kaya', 'data', 'gak']","['ngasih', 'data', 'doang', 'prastowo', 'bangsat', 'anjing', 'babi', 'ngasih', 'data', 'doang', 'turun', 'lapang', 'pulau', 'meranti', 'hadap', 'bupati', 'rakyat', 'bawa', 'tni', 'anjing', 'kaya', 'data', 'gak']",ngasih data doang prastowo bangsat anjing babi ngasih data doang turun lapang pulau meranti hadap bupati rakyat bawa tni anjing kaya data gak
Mana laporan pemerkosaannya Mana hasil visumnya Seluruh dunia gak ada percaya apapun diomongkan ibu Yg jelas bersama suami melakukan rekayasa pembunuhan berencana terhadap seorang petugas anggota Polisi,negatif,"['mana', 'laporan', 'pemerkosaannya', 'mana', 'hasil', 'visumnya', 'seluruh', 'dunia', 'gak', 'ada', 'percaya', 'apapun', 'diomongkan', 'ibu', 'yg', 'jelas', 'bersama', 'suami', 'melakukan', 'rekayasa', 'pembunuhan', 'berencana', 'terhadap', 'seorang', 'petugas', 'anggota', 'polisi']","['laporan', 'pemerkosaannya', 'hasil', 'visumnya', 'dunia', 'gak', 'percaya', 'apapun', 'diomongkan', 'suami', 'rekayasa', 'pembunuhan', 'berencana', 'petugas', 'anggota']","['laporan', 'pemerkosaannya', 'hasil', 'visumnya', 'dunia', 'gak', 'percaya', 'apapun', 'diomongkan', 'suami', 'rekayasa', 'pembunuhan', 'berencana', 'petugas', 'anggota']","['lapor', 'perkosa', 'hasil', 'visum', 'dunia', 'gak', 'percaya', 'apa', 'omong', 'suami', 'rekayasa', 'bunuh', 'rencana', 'tugas', 'anggota']",lapor perkosa hasil visum dunia gak percaya apa omong suami rekayasa bunuh rencana tugas anggota
SAHABAT BHABINKAMTIBMASBRIPKA Didian Perkasa Giat Pembentukan Pendirian Posko FKPMForum Kemitraan Polisi Masyarakat,positif,"['sahabat', 'bhabinkamtibmasbripka', 'didian', 'perkasa', 'giat', 'pembentukan', 'pendirian', 'posko', 'fkpmforum', 'kemitraan', 'polisi', 'masyarakat']","['sahabat', 'bhabinkamtibmasbripka', 'didian', 'perkasa', 'giat', 'pembentukan', 'pendirian', 'posko', 'fkpmforum', 'kemitraan', 'masyarakat']","['sahabat', 'bhabinkamtibmasbripka', 'didian', 'perkasa', 'giat', 'pembentukan', 'pendirian', 'posko', 'fkpmforum', 'kemitraan', 'masyarakat']","['sahabat', 'bhabinkamtibmasbripka', 'dian', 'perkasa', 'giat', 'bentuk', 'diri', 'posko', 'fkpmforum', 'mitra', 'masyarakat']",sahabat bhabinkamtibmasbripka dian perkasa giat bentuk diri posko fkpmforum mitra masyarakat
Kasian sekali orang miskin negara Udah miskin disalah salahin pula sama orang berada macem lu lu Ngewe salah digrebek polisi beranak lu salahin,negatif,"['kasian', 'sekali', 'orang', 'miskin', 'negara', 'udah', 'miskin', 'disalah', 'salahin', 'pula', 'sama', 'orang', 'berada', 'macem', 'lu', 'lu', 'ngewe', 'salah', 'digrebek', 'polisi', 'beranak', 'lu', 'salahin']","['kasian', 'orang', 'miskin', 'negara', 'udah', 'miskin', 'disalah', 'salahin', 'orang', 'macem', 'ngewe', 'salah', 'digrebek', 'beranak', 'salahin']","['kasian', 'orang', 'miskin', 'negara', 'udah', 'miskin', 'disalah', 'salahin', 'orang', 'macem', 'ngewe', 'salah', 'digrebek', 'beranak', 'salahin']","['kasi', 'orang', 'miskin', 'negara', 'udah', 'miskin', 'salah', 'salahin', 'orang', 'macem', 'ngewe', 'salah', 'digrebek', 'anak', 'salahin']",kasi orang miskin negara udah miskin salah salahin orang macem ngewe salah digrebek anak salahin
Kapolrestabes medan melalui Kanit Binmas Babhinkamtibmas memediasi waraga Yang berselisih faham selanjut adakan musyawarah serta mencapai mufakat berdamaidi saksikan oleh keplingmasyarakat amp kedua belah pihak,positif,"['kapolrestabes', 'medan', 'melalui', 'kanit', 'binmas', 'babhinkamtibmas', 'memediasi', 'waraga', 'yang', 'berselisih', 'faham', 'selanjut', 'adakan', 'musyawarah', 'serta', 'mencapai', 'mufakat', 'berdamaidi', 'saksikan', 'oleh', 'keplingmasyarakat', 'amp', 'kedua', 'belah', 'pihak']","['kapolrestabes', 'medan', 'kanit', 'binmas', 'babhinkamtibmas', 'memediasi', 'waraga', 'berselisih', 'faham', 'selanjut', 'adakan', 'musyawarah', 'mencapai', 'mufakat', 'berdamaidi', 'saksikan', 'keplingmasyarakat', 'amp', 'belah']","['kapolrestabes', 'medan', 'kanit', 'binmas', 'babhinkamtibmas', 'memediasi', 'waraga', 'berselisih', 'faham', 'selanjut', 'adakan', 'musyawarah', 'mencapai', 'mufakat', 'berdamaidi', 'saksikan', 'keplingmasyarakat', 'amp', 'belah']","['kapolrestabes', 'medan', 'kanit', 'binmas', 'babhinkamtibmas', 'mediasi', 'waraga', 'selisih', 'faham', 'lanjut', 'adakan', 'musyawarah', 'capai', 'mufakat', 'berdamaidi', 'saksi', 'keplingmasyarakat', 'amp', 'belah']",kapolrestabes medan kanit binmas babhinkamtibmas mediasi waraga selisih faham lanjut adakan musyawarah capai mufakat berdamaidi saksi keplingmasyarakat amp belah
Semua polisi emng kontolx,negatif,"['semua', 'polisi', 'emng', 'kontolx']","['emng', 'kontolx']","['emng', 'kontolx']","['emng', 'kontolx']",emng kontolx
kabur polisi ternekat si jujur sampe rumah ngos an krn takut wkakakak,positif,"['kabur', 'polisi', 'ternekat', 'si', 'jujur', 'sampe', 'rumah', 'ngos', 'an', 'krn', 'takut', 'wkakakak']","['kabur', 'ternekat', 'jujur', 'sampe', 'rumah', 'ngos', 'an', 'krn', 'takut', 'wkakakak']","['kabur', 'ternekat', 'jujur', 'sampe', 'rumah', 'ngos', 'an', 'krn', 'takut', 'wkakakak']","['kabur', 'nekat', 'jujur', 'sampe', 'rumah', 'ngos', 'an', 'krn', 'takut', 'wkakakak']",kabur nekat jujur sampe rumah ngos an krn takut wkakakak
Dilarang jd polisi klo tdk bisa menahan birahi anjing,negatif,"['dilarang', 'jd', 'polisi', 'klo', 'tdk', 'bisa', 'menahan', 'birahi', 'anjing']","['dilarang', 'klo', 'tdk', 'menahan', 'birahi', 'anjing']","['dilarang', 'klo', 'tdk', 'menahan', 'birahi', 'anjing']","['larang', 'klo', 'tdk', 'tahan', 'birah', 'anjing']",larang klo tdk tahan birah anjing
polisi tidur bisa bangun,positif,"['polisi', 'tidur', 'bisa', 'bangun']","['tidur', 'bangun']","['tidur', 'bangun']","['tidur', 'bangun']",tidur bangun
Sahabat polisi,positif,"['sahabat', 'polisi']",['sahabat'],['sahabat'],['sahabat'],sahabat
Maaf ya bikin kecewa yuk besok dianter kantor polisi,positif,"['maaf', 'ya', 'bikin', 'kecewa', 'yuk', 'besok', 'dianter', 'kantor', 'polisi']","['maaf', 'bikin', 'kecewa', 'yuk', 'besok', 'dianter', 'kantor']","['maaf', 'bikin', 'kecewa', 'yuk', 'besok', 'dianter', 'kantor']","['maaf', 'bikin', 'kecewa', 'yuk', 'besok', 'anter', 'kantor']",maaf bikin kecewa yuk besok anter kantor
Saya percaya ucapan gusdur hanya ada polisi saja jujur Jd banyakbanyak polisi selain dr itu aja polisi apa donk,positif,"['saya', 'percaya', 'ucapan', 'gusdur', 'hanya', 'ada', 'polisi', 'saja', 'jujur', 'jd', 'banyakbanyak', 'polisi', 'selain', 'dr', 'itu', 'aja', 'polisi', 'apa', 'donk']","['percaya', 'ucapan', 'gusdur', 'jujur', 'banyakbanyak', 'dr', 'donk']","['percaya', 'ucapan', 'gusdur', 'jujur', 'banyakbanyak', 'dr', 'donk']","['percaya', 'ucap', 'gusdur', 'jujur', 'banyakbanyak', 'dr', 'donk']",percaya ucap gusdur jujur banyakbanyak dr donk
Giliran menangani kasus Formula E pake alasan kesilitanmaaf kesulitan Polisi mengatakan dua tersangka diduga terlibat dua kasus yakni pembangunan menara telekomunikasi kasus pengadaan GPON,negatif,"['giliran', 'menangani', 'kasus', 'formula', 'e', 'pake', 'alasan', 'kesilitanmaaf', 'kesulitan', 'polisi', 'mengatakan', 'dua', 'tersangka', 'diduga', 'terlibat', 'dua', 'kasus', 'yakni', 'pembangunan', 'menara', 'telekomunikasi', 'kasus', 'pengadaan', 'gpon']","['giliran', 'menangani', 'formula', 'pake', 'alasan', 'kesilitanmaaf', 'kesulitan', 'tersangka', 'diduga', 'terlibat', 'pembangunan', 'menara', 'telekomunikasi', 'pengadaan', 'gpon']","['giliran', 'menangani', 'formula', 'pake', 'alasan', 'kesilitanmaaf', 'kesulitan', 'tersangka', 'diduga', 'terlibat', 'pembangunan', 'menara', 'telekomunikasi', 'pengadaan', 'gpon']","['gilir', 'tangan', 'formula', 'pake', 'alas', 'kesilitanmaaf', 'sulit', 'sangka', 'duga', 'libat', 'bangun', 'menara', 'telekomunikasi', 'ada', 'gpon']",gilir tangan formula pake alas kesilitanmaaf sulit sangka duga libat bangun menara telekomunikasi ada gpon
"BHABINKAMTIBMAS DESA TANJUNG MENANG MENGHIMBAU KEPADA WARGA AGAR BERHATIHATI TENTANG PEREDARAN UANG PALSU
viral",positif,"['bhabinkamtibmas', 'desa', 'tanjung', 'menang', 'menghimbau', 'kepada', 'warga', 'agar', 'berhatihati', 'tentang', 'peredaran', 'uang', 'palsu', 'viral']","['bhabinkamtibmas', 'desa', 'tanjung', 'menang', 'menghimbau', 'warga', 'berhatihati', 'peredaran', 'uang', 'palsu', 'viral']","['bhabinkamtibmas', 'desa', 'tanjung', 'menang', 'menghimbau', 'warga', 'berhatihati', 'peredaran', 'uang', 'palsu', 'viral']","['bhabinkamtibmas', 'desa', 'tanjung', 'menang', 'menghimbau', 'warga', 'berhatihati', 'edar', 'uang', 'palsu', 'viral']",bhabinkamtibmas desa tanjung menang menghimbau warga berhatihati edar uang palsu viral
Kalo jepang bisa panggil polisi kalo indonesia ya,positif,"['kalo', 'jepang', 'bisa', 'panggil', 'polisi', 'kalo', 'indonesia', 'ya']","['jepang', 'panggil']","['jepang', 'panggil']","['jepang', 'panggil']",jepang panggil
ntar digrepe malah lapor polisi kasus pelecehan lg,negatif,"['ntar', 'digrepe', 'malah', 'lapor', 'polisi', 'kasus', 'pelecehan', 'lg']","['ntar', 'digrepe', 'lapor', 'pelecehan', 'lg']","['ntar', 'digrepe', 'lapor', 'pelecehan', 'lg']","['ntar', 'digrepe', 'lapor', 'leceh', 'lg']",ntar digrepe lapor leceh lg
Tugasmu membasmi kejahatan tugasmu membasmi kejahatan pak polisi pak polisi jangan ikut kompetisi Semoga kawanan komplotan pendahnya menyusul ringkus oleh Pak polisi,positif,"['tugasmu', 'membasmi', 'kejahatan', 'tugasmu', 'membasmi', 'kejahatan', 'pak', 'polisi', 'pak', 'polisi', 'jangan', 'ikut', 'kompetisi', 'semoga', 'kawanan', 'komplotan', 'pendahnya', 'menyusul', 'ringkus', 'oleh', 'pak', 'polisi']","['tugasmu', 'membasmi', 'kejahatan', 'tugasmu', 'membasmi', 'kejahatan', 'kompetisi', 'semoga', 'kawanan', 'komplotan', 'pendahnya', 'menyusul', 'ringkus']","['tugasmu', 'membasmi', 'kejahatan', 'tugasmu', 'membasmi', 'kejahatan', 'kompetisi', 'semoga', 'kawanan', 'komplotan', 'pendahnya', 'menyusul', 'ringkus']","['tugas', 'basmi', 'jahat', 'tugas', 'basmi', 'jahat', 'kompetisi', 'moga', 'kawan', 'komplot', 'dah', 'susul', 'ringkus']",tugas basmi jahat tugas basmi jahat kompetisi moga kawan komplot dah susul ringkus
Postingan apapun menjadi tidak ada artinya kalau disampaikan oleh tukang hoax fitnah pernah ditangkap polisi,negatif,"['postingan', 'apapun', 'menjadi', 'tidak', 'ada', 'artinya', 'kalau', 'disampaikan', 'oleh', 'tukang', 'hoax', 'fitnah', 'pernah', 'ditangkap', 'polisi']","['postingan', 'apapun', 'tukang', 'hoax', 'fitnah', 'ditangkap']","['postingan', 'apapun', 'tukang', 'hoax', 'fitnah', 'ditangkap']","['postingan', 'apa', 'tukang', 'hoax', 'fitnah', 'tangkap']",postingan apa tukang hoax fitnah tangkap
Kalo gini cerita nya begal tambah banyak karna polisi pihak mereka mau heran tpi polisi indonesia membunuh begal benar˛ bersalah pidana gini namnya bersalah daapt bantuan hukum jugs,negatif,"['kalo', 'gini', 'cerita', 'nya', 'begal', 'tambah', 'banyak', 'karna', 'polisi', 'pihak', 'mereka', 'mau', 'heran', 'tpi', 'polisi', 'indonesia', 'membunuh', 'begal', 'benar', 'bersalah', 'pidana', 'gini', 'namnya', 'bersalah', 'daapt', 'bantuan', 'hukum', 'jugs']","['gini', 'cerita', 'begal', 'karna', 'heran', 'tpi', 'membunuh', 'begal', 'bersalah', 'pidana', 'gini', 'namnya', 'bersalah', 'daapt', 'bantuan', 'hukum', 'jugs']","['gini', 'cerita', 'begal', 'karna', 'heran', 'tpi', 'membunuh', 'begal', 'bersalah', 'pidana', 'gini', 'namnya', 'bersalah', 'daapt', 'bantuan', 'hukum', 'jugs']","['gin', 'cerita', 'begal', 'karna', 'heran', 'tpi', 'bunuh', 'begal', 'salah', 'pidana', 'gin', 'namnya', 'salah', 'daapt', 'bantu', 'hukum', 'jugs']",gin cerita begal karna heran tpi bunuh begal salah pidana gin namnya salah daapt bantu hukum jugs
